"target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSG00000134597","RBMX2",5,19.1895498557199,0.0167631299604348,0.0967624602757109
"ENSG00000010671","BTK",3,6.65390931902472,0.0167753107779656,0.0968151533053656
"ENSG00000232795","SCAND3P1",1,1.72243204273947,0.0168103773942046,0.0969998836759642
"ENSG00000223949","ROR1-AS1",4,15.598087650515,0.0168239083102297,0.0970603033270598
"ENSG00000017797","RALBP1",6,34.2309779905984,0.0168575537541539,0.0971660453439956
"ENSG00000156650","KAT6B",24,120.792683643384,0.0168476812514007,0.0971660453439956
"ENSG00000270959","LPP-AS2",1,6.35096526123548,0.0168506375703326,0.0971660453439956
"ENSG00000188612","SUMO2",3,24.6393047237103,0.0168570517548565,0.0971660453439956
"ENSG00000139131","YARS2",3,12.6633611024144,0.0168552289997475,0.0971660453439956
"ENSG00000284649","",2,4.51544567534879,0.0168648967842653,0.0971907087754559
"ENSG00000230584","CCT5P2",1,2.65879453529827,0.0168693527162011,0.0971987282116591
"ENSG00000260121","",1,4.6051361784848,0.0168877115798277,0.0972785252019718
"ENSG00000227799","CDPF1P1",1,3.35374673822779,0.0168893356753762,0.0972785252019718
"ENSG00000198843","SELENOT",6,32.747580121771,0.0169396937006289,0.097550861381672
"ENSG00000188690","UROS",20,74.1138086328336,0.0169471639983262,0.0975761653408799
"ENSG00000239272","RPL21P10",1,3.46411979962426,0.0169557082288771,0.0976076423433311
"ENSG00000136286","MYO1G",6,17.1599075047429,0.0169689668313724,0.0976662418661409
"ENSG00000254112","",1,2.99767929868576,0.0169749031090262,0.0976826835477505
"ENSG00000267226","MALT1-AS1",1,3.45416148027038,0.0169898401348087,0.0977509049947391
"ENSG00000126062","TMEM115",1,8.10176756931984,0.0170067718885427,0.097830576266356
"ENSG00000175931","UBE2O",6,30.8810993522298,0.0170133084598894,0.0978504317387547
"ENSG00000126814","TRMT5",3,15.9250677926643,0.0170215899123183,0.0978803137108094
"ENSG00000105552","BCAT2",10,46.9753468899612,0.0170301971244541,0.0979120577470652
"ENSG00000064225","ST3GAL6",16,47.3084267595699,0.0170485881024122,0.0980000300870627
"ENSG00000234685","NUS1P2",1,5.94908750479795,0.0170908950860088,0.0982076270349844
"ENSG00000224081","SLC44A3-AS1",10,24.6132783922964,0.0170895365007927,0.0982076270349844
"ENSG00000266208","",1,5.52811344676763,0.0171231656914243,0.098375238646312
"ENSG00000152454","ZNF256",2,10.2277780446381,0.0171302897971605,0.0983983451785827
"ENSG00000273118","",1,2.52517584728028,0.017137864176383,0.0984240292976085
"ENSG00000132965","ALOX5AP",1,4.61574812145108,0.017144458967285,0.0984440792873484
"ENSG00000139675","HNRNPA1L2",1,2.36093243089622,0.017162957202957,0.0985324596417366
"ENSG00000232400","RAD17P1",1,3.39130293329715,0.0171688402977402,0.0985483976482123
"ENSG00000011677","GABRA3",2,5.79779250953,0.0171915497355227,0.0986334831381316
"ENSG00000129691","ASH2L",11,39.5931225491234,0.0171992116787101,0.0986334831381316
"ENSG00000154945","ANKRD40",3,17.3660890754265,0.0171941777160121,0.0986334831381316
"ENSG00000044574","HSPA5",9,68.1442482769411,0.0171974057761067,0.0986334831381316
"ENSG00000140650","PMM2",20,77.0107503598676,0.0171949949275489,0.0986334831381316
"ENSG00000078124","ACER3",20,70.127723534463,0.017206710485088,0.0986586496522966
"ENSG00000226833","",5,14.4792615390348,0.0172183843523234,0.0987077414190031
"ENSG00000219747","RPL32P16",1,3.25507303258316,0.0172227131448906,0.0987147159817106
"ENSG00000224914","LINC00863",4,17.4610583920321,0.0172295075192438,0.0987358173446966
"ENSG00000260805","",1,5.95649278370376,0.0172465094954629,0.0987975500607889
"ENSG00000172071","EIF2AK3",15,72.9118134671897,0.0172446280360723,0.0987975500607889
"ENSG00000107295","SH3GL2",2,4.51900139478594,0.0172501212006954,0.0988003962377858
"ENSG00000250731","TPM3P6",1,3.97498062783126,0.0172558786568307,0.0988155289972943
"ENSG00000085377","PREP",3,18.853975985828,0.0172604203088269,0.0988236952663684
"ENSG00000038427","VCAN",4,7.01280347186638,0.017271791494656,0.0988459311878693
"ENSG00000251567","",1,2.61739088654932,0.0172736529075431,0.0988459311878693
"ENSG00000172146","OR1A1",2,8.87218943198492,0.0172707741264073,0.0988459311878693
"ENSG00000286945","",1,2.05219810303743,0.0172871948171337,0.0989055794380704
"ENSG00000126456","IRF3",25,98.5500092330189,0.0172914878083108,0.0989122996919403
"ENSG00000125485","DDX31",5,27.1042623633902,0.0173040930537838,0.0989180399404685
"ENSG00000270394","MTRNR2L13",1,5.5206252296059,0.0173048022258356,0.0989180399404685
"ENSG00000160445","ZER1",4,20.2944698958071,0.0173049655925363,0.0989180399404685
"ENSG00000177535","OR2B11",1,4.18614155695147,0.0172961921869672,0.0989180399404685
"ENSG00000107443","CCNJ",3,13.5933616615879,0.0173506276189054,0.0991611815214523
"ENSG00000130635","COL5A1",3,10.9657667670469,0.0173730842327841,0.0992716373229473
"ENSG00000188243","COMMD6",11,38.9484040996249,0.0173768660056563,0.0992753625420409
"ENSG00000198763","MT-ND2",1,11.7863422482997,0.0173987099241936,0.0993643644374322
"ENSG00000152315","KCNK13",1,4.15358700825084,0.017396148451013,0.0993643644374322
"ENSG00000225265","TAF1A-AS1",4,9.61702474301463,0.017408681694347,0.0994034157809169
"ENSG00000259422","",1,1.65671312491504,0.0174246999286346,0.0994157663871526
"ENSG00000119718","EIF2B2",7,36.7253577995147,0.0174176159495381,0.0994157663871526
"ENSG00000124882","EREG",2,9.81932078408039,0.0174212769244328,0.0994157663871526
"ENSG00000233029","",1,2.28100747308178,0.017421254786124,0.0994157663871526
"ENSG00000119596","YLPM1",9,55.7730942324629,0.0174265160034228,0.0994157663871526
"ENSG00000239998","LILRA2",2,8.2605425091829,0.0174314420589616,0.0994259864535521
"ENSG00000226816","",1,5.65374870334424,0.017449546458557,0.0994934682939006
"ENSG00000221909","FAM200A",2,10.0965298216851,0.0174480558544612,0.0994934682939006
"ENSG00000130414","NDUFA10",33,141.781766246282,0.017456467327635,0.0995150408276876
"ENSG00000172273","HINFP",12,58.87861075086,0.0174712458682427,0.0995813922182914
"ENSG00000273056","",1,2.53642448286177,0.0174829157938272,0.0996180457942914
"ENSG00000241168","",1,5.07780284390253,0.0174870985523697,0.0996180457942914
"ENSG00000172270","BSG",17,66.0391603682709,0.0174852028276682,0.0996180457942914
"ENSG00000228502","EEF1A1P11",1,2.85440076713913,0.0175159164689237,0.0997642942140043
"ENSG00000144199","FAHD2B",6,28.1211143858951,0.0175209771621853,0.0997752019043727
"ENSG00000139287","TPH2",2,7.80706682781322,0.0175254081700032,0.0997825205069704
"ENSG00000158458","NRG2",3,5.67510860017311,0.0175384751028928,0.0998389970905701
"ENSG00000259295","CSPG4P12",2,8.07429599177888,0.0175450448177872,0.0998584741746619
"ENSG00000244560","",5,21.4772561207466,0.0175673588703095,0.0999675378556415
"ENSG00000110042","DTX4",4,24.2660717668959,0.017573088478102,0.0999822051007923
"ENSG00000181773","GPR3",1,4.27215821722934,0.0175803275561473,0.099993282956635
"ENSG00000131591","C1orf159",12,54.2267046154332,0.0175813404914768,0.099993282956635
"ENSG00000188825","LINC00910",10,38.0972800207885,0.01759565107205,0.100051765749788
"ENSG00000169684","CHRNA5",2,7.75800286129215,0.0175979318742099,0.100051765749788
"ENSG00000160791","CCR5",1,3.5557478913669,0.0176066890690795,0.100083614799666
"ENSG00000129534","MIS18BP1",12,51.2098468387658,0.0176329099526291,0.100214705391049
