"target_id","ens_gene","ext_gene","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","b","se_b"
"ENST00000344780.4","ENSG00000124104","SNX21",5.31080285355863e-05,0.0318571989495269,16.3338061972928,6.6712916707554,1,5.74779911621945,0.51354638482334,0.0282263495611649,0.527714623001785,0.248167048893326,0.527714623001785,-1.20196360701245,0.269710558938985
"ENST00000350110.2","ENSG00000134115","CNTN6",9.58992728169026e-05,0.0414245333192805,15.2157691801165,90.4460936254026,1,2.03867878665902,6.9602501401568,0.484884173871313,7.05229029491224,1.21164819251734,7.05229029491224,4.19764096820559,0.892388059839462
"ENST00000352040.7","ENSG00000151388","ADAMTS12",6.94951219442779e-05,0.0363552512734956,15.8245452570705,53.7158831015674,1,2.24909100942654,4.13606931797492,0.854472990606141,3.62185060119114,1.05644154878019,3.62185060119114,-3.31799947832959,0.728587837680018
"ENST00000354323.3","ENSG00000196196","HRCT1",1.22869237593298e-05,0.019436158112437,19.1181748872466,45.8617109245802,1,4.19532796768099,3.53718601064513,0.0850631397705842,3.73674610394444,0.302501011518319,3.73674610394444,-3.16465764175245,0.552784222533399
"ENST00000354675.10","ENSG00000131016","AKAP12",3.05124755573529e-06,0.011262154728219,21.784059100211,14.5759736947193,1,8.73598207009137,1.12912735626202,0.0031622461248942,1.21150222843505,0.201979837346714,1.21150222843505,1.83528210355785,0.283334890403575
"ENST00000355083.11","ENSG00000213533","STIMATE",9.53130057031514e-05,0.0414245333192805,15.2273498585102,4.01424814376099,1,6.88998843467218,0.309340911779637,0.00217118340139935,0.33234949524535,0.229217273390218,0.33234949524535,-0.978687151139216,0.245297126770721
"ENST00000356554.7","ENSG00000198162","MAN1A2",0.000120826283997777,0.0465359806159091,14.7797463572873,4.2384637510241,1,9.07217038642707,0.326150002753777,0.000152416219661255,0.353052896365681,0.198568426192854,0.353052896365681,0.93860111878243,0.227395796367804
"ENST00000357500.5","ENSG00000167272","POP5",1.0129624598714e-05,0.0181889729483612,19.4868194424276,7.47417657979957,1,6.43317999281388,0.578705505007298,0.00875292070295038,0.61409512761368,0.238413813225438,0.61409512761368,-1.31448165094148,0.253981113313392
"ENST00000357988.9","ENSG00000172943","PHF8",0.000113366074429845,0.0453972589757185,14.899948595619,9.91294787786585,1,5.41460612920693,0.76512366648508,0.092279335904871,0.733799653917283,0.254735758333434,0.733799653917283,1.38649036964548,0.305332907189001
"ENST00000358321.4","ENSG00000099994","SUSD2",4.334500641791e-06,0.0141033955778359,21.1109242524523,78.220148086296,1,6.95790146306191,6.01830187669212,0.0184549460524263,6.49989072780557,0.227939396901144,6.49989072780557,-4.22397137745171,0.672328089617218
