"target_id","ens_gene","ext_gene","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","b","se_b"
"ENST00000009530.12","ENSG00000019582","CD74",0.000141677919376942,0.0295377360934209,14.4797030594283,30.2597463185892,1,2.75164060572463,4.54299389971716,0.259352329949921,0.358193513286593,0.133726733039428,0.358193513286593,-0.705027422654949,0.186209267617127
"ENST00000014914.6","ENSG00000013588","GPRC5A",3.63676359686914e-06,0.00481790342260187,21.4473601753514,10.1933986661978,1,7.18487857697155,2.27488721430954,0.00231873184896198,0.205709812359157,0.0310543811940871,0.205709812359157,-0.482737666819113,0.101557070343319
"ENST00000160373.8","ENSG00000077063","CTTNBP2",0.000172350764857724,0.0334079040805357,14.1108065807084,4.35464281663118,1,5.8038206896335,0.831890369185864,0.022882863848497,0.0659873977154047,0.033041036428576,0.0659873977154047,0.26447840688069,0.0708721101361913
"ENST00000164227.10","ENSG00000069399","BCL3",7.60689709339284e-05,0.0214190986318212,15.6535669695646,3.08884927588399,1,5.7374836888899,0.612235692343185,0.00607204937668199,0.0569656909474811,0.0333241839184966,0.0569656909474811,-0.232945027224645,0.0588728689327479
"ENST00000178638.8","ENSG00000074410","CA12",0.000184759959883214,0.0344151155592754,13.9800575743067,33.4993544497546,1,2.42345856218437,2.90518706371863,0.290584223798993,0.393076071093959,0.174679399925795,0.393076071093959,-0.730593066415458,0.196799644490225
"ENST00000199764.7","ENSG00000086548","CEACAM6",0.000233512021500716,0.0387318680204192,13.5401637384123,31.7526449446531,1,1.44371517453022,2.53336850181713,0.143900458953805,0.504112703181974,0.478680689260151,0.504112703181974,-0.765630322620277,0.210191132595106
"ENST00000216554.8","ENSG00000100664","EIF5",0.00035073852431166,0.0499537304073415,12.7778996070701,2.51882149375212,1,6.36205192299823,0.0835344109070889,0.00665053910110002,0.0447539811795554,0.0313705409865904,0.0447539811795554,-0.192615707730952,0.0545464271129036
"ENST00000216797.10","ENSG00000100906","NFKBIA",4.74722156120381e-05,0.0169167022541451,16.5464723596788,3.42485221197285,1,6.81118726730387,0.233899330280108,0.00256022559558345,0.0673347175059032,0.0308912828929815,0.0673347175059032,-0.251165404723135,0.0615000407055196
"ENST00000217026.5","ENSG00000101057","MYBL2",5.86726073164578e-05,0.0188498735925412,16.1450208291499,11.2081824247688,1,7.52700103562391,0.533152404235143,0.00102536227236892,0.227713054559647,0.0316538513587707,0.227713054559647,0.44963826922475,0.111655150441048
"ENST00000218104.6","ENSG00000101986","ABCD1",1.93493412953252e-05,0.0111450682755923,18.2522877638094,4.69909056150475,1,6.26949927367078,1.14759204368777,0.0039392452012803,0.0919605621763677,0.0315628123635332,0.0919605621763677,-0.306640107585681,0.0709490971051327
